,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499
162,66,6,68,16,91,68,98,63,36,56,14,50,46,54,13,38,89,20,94,76,34,37,38,57,45,17,80,74,86,61,33,9,23,91,82,17,24,98,56,92,76,45,41,21,74,3,66,98,40,60,44,72,18,78,51,58,41,39,7,79,15,58,57,92,75,77,78,85,10,36,57,40,79,45,87,11,31,88,55,48,14,64,65,4,67,53,19,9,73,54,80,44,28,49,17,97,84,23,73,71,14,57,23,76,39,90,39,39,10,73,96,19,84,54,79,16,64,7,96,16,9,17,17,42,42,50,20,49,97,10,2,34,73,62,24,79,91,94,52,3,30,18,61,78,52,44,3,41,29,65,31,49,61,15,8,39,29,81,27,89,10,66,12,30,97,66,19,38,31,43,72,95,73,62,75,35,67,25,55,10,74,50,90,67,48,38,91,70,57,72,45,42,2,41,79,26,76,2,68,55,61,66,44,30,59,4,44,53,55,38,37,72,41,80,77,53,67,68,68,55,53,63,21,74,25,51,57,59,62,54,68,79,72,12,82,24,4,87,5,75,94,61,12,14,85,84,7,15,65,35,82,18,1,34,30,80,63,96,55,55,96,29,30,17,68,16,28,5,10,68,48,78,45,28,70,18,46,40,25,75,56,12,62,86,92,83,78,30,13,56,70,96,49,58,84,77,55,56,86,30,37,79,68,41,28,13,58,62,28,18,50,56,37,59,86,66,33,14,65,7,44,51,42,68,5,60,96,73,89,68,26,66,25,33,51,51,82,50,43,23,79,19,41,50,37,5,84,69,48,46,94,41,24,95,83,41,33,79,8,27,55,67,58,70,13,34,79,63,96,29,67,82,44,5,68,97,71,74,10,86,89,96,21,68,92,90,76,64,34,67,61,79,56,61,75,61,87,39,73,73,74,33,53,46,61,72,93,63,22,84,46,98,21,52,67,35,72,10,51,51,23,93,93,24,35,78,54,49,81,84,78,18,2,46,80,44,19,30,75,62,44,89,75,2,13,59,14,62,45,2,18,33,70,21,21,10,45,44,85,84,27,74,37,77,21,45,46,18,40,58,45,17,35,78,38,23,45,32,95,43,78,40,60,69,35,35,70,46,28,54,5,71,43,29,65,88,25,61,76,83
163,20,55,83,88,88,68,12,60,59,21,97,51,61,82,79,43,96,15,44,72,85,3,75,84,5,41,40,88,38,3,24,40,58,96,21,83,81,77,1,94,51,74,27,33,2,10,20,7,10,67,70,27,13,5,40,42,33,57,14,98,42,14,72,66,21,84,58,25,22,35,8,44,98,68,10,80,15,91,48,5,31,44,86,85,34,73,54,70,45,58,36,15,73,16,32,30,83,77,16,74,58,68,93,71,55,85,50,28,59,89,36,72,89,64,84,48,25,9,18,60,56,43,52,6,83,33,3,92,14,34,84,87,23,68,1,34,51,10,13,65,39,11,18,48,95,63,11,58,84,7,39,47,61,68,49,59,24,45,43,14,48,33,40,91,27,91,76,79,20,93,89,94,56,54,6,74,81,20,88,4,75,59,71,44,21,64,27,94,49,62,13,9,89,28,68,10,63,78,72,90,4,56,78,80,93,11,71,4,39,73,44,95,19,39,51,22,48,39,35,90,50,24,8,25,23,66,75,45,92,9,76,29,69,28,8,23,87,70,1,41,43,85,79,12,84,4,27,78,71,84,66,49,65,91,4,2,48,58,61,59,63,85,90,96,30,92,70,97,50,7,68,20,58,90,68,18,90,61,82,87,28,83,18,51,38,57,11,22,96,22,81,32,69,52,65,84,42,57,86,68,61,35,8,72,45,94,12,87,59,5,54,9,8,84,3,21,24,27,8,16,59,91,29,97,29,77,87,8,69,37,81,43,78,69,17,23,5,8,74,30,48,30,42,34,40,7,64,22,67,87,35,17,42,56,15,5,58,66,91,93,38,19,48,35,49,76,39,60,70,29,73,29,13,63,78,56,47,45,69,11,44,53,85,80,43,9,66,80,45,19,31,42,43,56,58,98,21,11,28,29,24,20,3,7,28,17,86,84,98,26,35,81,72,13,40,8,19,16,96,71,91,10,15,24,4,68,27,15,92,28,26,34,85,12,37,13,91,69,50,42,68,22,2,81,49,9,97,26,75,56,94,51,94,75,5,26,44,86,42,82,87,41,84,50,6,17,38,54,9,55,70,94,87,86,7,15,6,69,18,63,38,71,21,6,12,22,87,29,45,83,81,80,67,37,62,7,42,93,55,77
164,53,86,54,36,1,76,87,88,98,10,72,61,45,61,76,12,54,98,41,13,6,81,16,47,73,31,84,2,87,19,65,40,5,64,60,67,73,50,83,73,17,31,28,53,51,77,95,81,12,43,13,24,33,54,74,92,72,84,14,42,82,62,6,51,50,8,46,72,79,31,46,9,75,25,81,26,13,26,67,46,93,75,5,56,15,89,57,90,58,89,20,51,29,15,75,54,69,29,98,2,63,8,73,7,70,87,59,72,50,12,19,7,71,39,96,73,95,69,65,90,82,3,32,5,95,51,9,4,75,56,3,80,73,16,2,62,18,67,36,87,95,13,26,36,18,17,15,80,32,55,46,59,62,51,45,38,74,79,58,33,3,83,33,83,20,12,37,80,85,86,83,20,51,1,6,62,63,90,41,47,5,81,53,11,52,20,18,21,84,62,42,23,3,93,32,22,26,93,25,55,7,72,40,93,51,54,58,12,87,79,95,16,98,12,88,27,34,13,87,38,62,59,79,89,71,60,63,29,11,58,58,44,68,5,98,82,7,8,23,3,63,43,38,49,86,82,34,74,94,80,53,71,46,58,91,61,33,19,52,55,13,57,54,71,38,82,24,1,79,46,27,62,55,51,64,70,97,73,31,82,17,29,96,50,45,28,90,64,50,7,19,78,41,49,15,95,23,60,30,12,4,46,54,76,17,82,41,37,81,90,68,33,6,16,67,6,39,82,5,15,84,15,36,69,69,37,62,91,45,96,89,73,80,15,44,18,14,5,32,29,37,97,48,57,82,29,84,16,64,37,31,75,64,64,33,96,7,25,8,47,74,54,75,38,37,84,14,45,4,34,50,86,10,16,61,36,21,81,15,61,29,8,95,90,86,40,94,79,64,56,86,81,53,94,3,38,52,89,50,12,50,64,84,16,94,50,51,13,82,22,20,80,57,82,71,24,60,6,70,62,65,68,48,1,87,12,35,78,5,27,47,78,48,93,2,27,51,11,17,34,68,92,16,67,68,97,43,26,30,50,92,88,52,26,60,55,33,58,63,50,67,79,54,96,66,21,48,83,18,48,14,34,52,82,2,17,7,28,83,66,51,2,71,73,96,73,20,12,80,54,13,66,42,4,21,28,29,53,65,49
165,69,85,76,12,16,60,23,11,60,37,95,65,15,16,25,28,42,87,90,93,88,51,21,24,29,25,84,49,60,3,51,70,18,50,26,66,16,77,30,59,89,70,92,56,79,6,17,34,59,33,17,83,86,58,49,24,39,12,63,96,26,32,38,32,95,55,2,24,78,29,24,37,57,92,29,24,56,91,40,70,41,76,26,15,70,26,69,94,96,77,69,90,28,21,87,39,66,18,31,53,27,49,75,37,44,45,72,92,84,30,9,19,3,34,62,25,76,18,20,49,11,76,78,78,56,37,31,70,91,39,77,47,65,3,48,16,64,21,52,81,11,65,9,31,96,70,84,32,59,98,89,53,80,74,26,17,8,27,74,21,4,7,31,51,30,55,71,96,54,81,43,28,55,86,82,45,20,84,38,60,84,94,84,44,94,86,28,13,33,79,65,84,40,12,17,62,78,2,89,19,69,59,77,41,52,91,71,44,86,48,72,82,62,64,69,14,73,11,29,71,25,25,68,52,24,45,97,70,53,44,3,33,95,87,4,64,27,86,98,31,70,4,21,10,81,88,9,9,39,82,4,56,48,89,45,1,46,49,40,98,85,93,37,44,94,13,68,49,54,44,44,30,7,85,39,63,64,57,24,11,3,17,44,24,9,50,65,86,77,94,5,25,74,23,52,98,8,37,2,84,24,43,54,44,71,15,20,58,5,64,49,67,85,1,21,58,43,32,14,60,56,13,94,67,66,88,21,64,67,74,87,72,41,9,13,84,3,13,48,48,71,28,86,72,18,68,86,87,29,56,87,73,52,17,94,64,53,61,67,41,76,14,56,22,69,60,82,57,92,21,84,97,36,68,56,97,98,13,59,74,86,95,42,5,12,31,89,11,33,17,62,12,44,44,39,32,3,21,79,52,5,83,46,70,33,89,2,13,81,1,87,37,17,92,5,74,92,62,35,61,24,86,92,41,8,27,40,97,16,96,79,84,59,96,49,85,56,19,43,8,28,42,14,36,93,68,83,80,98,81,73,32,53,34,9,43,83,48,42,7,70,47,23,90,33,55,22,95,40,66,5,81,6,42,9,39,68,23,52,12,53,24,71,48,12,19,64,51,53,69,4,44,68,89,92,23,88,17,38,39
166,86,56,81,89,39,9,79,61,94,38,21,57,75,85,37,83,40,14,16,49,61,52,84,82,2,61,53,55,42,44,41,39,79,53,9,80,62,49,75,74,45,92,34,2,55,41,48,58,63,64,54,53,23,1,10,37,70,70,24,85,48,98,57,96,79,47,68,18,40,93,98,3,33,71,67,3,16,53,62,33,15,36,68,64,52,67,52,35,98,51,68,87,81,60,34,83,79,25,13,28,50,49,62,47,17,12,79,43,58,3,24,87,5,54,72,32,83,3,94,66,66,8,20,4,16,74,73,78,81,41,44,85,1,28,95,46,35,60,12,86,67,60,69,49,82,41,94,59,5,9,73,98,7,74,42,68,76,9,1,10,42,13,77,46,64,4,72,4,64,69,88,44,58,28,66,24,90,80,1,40,13,26,78,51,63,95,68,40,72,40,9,92,36,26,33,54,38,22,71,50,92,33,48,38,73,37,74,11,22,48,51,42,32,12,30,1,92,53,84,75,61,95,68,88,43,17,76,8,96,81,62,37,38,7,71,32,78,27,17,87,81,53,97,33,18,31,20,24,33,31,7,79,14,94,88,40,73,5,57,86,36,90,39,75,37,49,48,65,4,19,29,85,95,39,58,71,40,39,2,25,55,87,9,57,56,7,77,80,37,93,80,15,9,33,14,30,52,93,46,18,43,92,69,47,2,50,93,77,91,84,68,7,60,72,89,85,11,25,21,21,65,5,15,77,52,94,38,69,65,56,80,82,52,67,40,62,33,23,17,89,73,29,7,23,77,79,94,17,89,74,94,21,93,90,61,23,97,84,26,8,41,96,92,78,15,53,71,81,23,46,70,85,2,90,2,90,90,52,43,33,42,9,85,24,27,34,87,25,44,95,63,81,7,4,39,84,71,5,32,22,22,39,78,17,4,23,89,86,89,86,44,39,36,60,93,74,44,30,35,96,64,27,43,17,92,56,96,48,96,9,40,54,51,54,50,72,57,29,63,47,67,73,18,68,78,79,4,92,50,51,47,43,92,74,42,12,44,77,58,15,24,7,97,32,40,53,29,70,17,69,48,48,20,34,45,3,51,4,45,11,20,28,28,88,33,73,10,2,46,97,43,87,21,98,97,16,86,66,15,67
167,23,60,43,46,3,50,45,30,91,81,43,18,12,6,71,49,53,56,12,61,10,72,54,29,14,80,33,91,78,78,59,13,25,65,81,3,26,73,34,60,3,42,68,55,35,26,61,78,38,77,24,12,11,53,51,29,30,73,83,38,82,71,6,45,21,54,41,53,10,73,45,74,57,76,75,5,97,70,55,8,47,4,50,46,22,52,54,66,88,22,47,58,4,3,84,64,26,75,70,84,21,95,7,43,9,75,18,28,13,18,6,2,39,13,77,5,34,30,46,6,29,26,12,98,19,14,67,77,10,60,55,19,41,57,74,27,46,88,76,70,87,37,82,67,28,70,94,90,33,40,3,35,38,38,79,9,60,63,75,36,15,35,92,7,85,88,66,33,80,24,27,49,80,85,31,72,83,52,82,8,64,59,86,12,22,39,51,69,9,10,78,58,85,1,68,36,24,92,9,37,10,84,77,23,89,97,84,82,17,20,46,40,30,52,96,44,3,35,30,76,25,79,19,46,21,90,88,45,67,71,11,70,74,85,81,48,81,50,2,53,44,44,15,76,68,97,57,16,19,15,98,95,64,52,89,61,66,9,30,77,88,79,27,35,45,28,93,4,79,16,23,95,63,83,2,73,15,43,24,2,40,64,43,70,60,31,37,62,59,30,54,17,5,28,5,16,66,42,23,1,29,34,20,64,54,91,91,66,97,80,76,58,80,53,86,86,80,76,5,38,10,56,51,59,5,66,64,96,46,80,81,98,75,23,94,6,50,33,84,63,37,24,57,60,43,17,89,74,48,46,41,11,66,83,85,46,65,38,68,57,77,33,55,94,72,96,21,85,51,12,30,4,56,62,60,16,51,55,45,83,2,58,19,86,82,5,48,54,82,71,85,62,70,80,58,28,88,91,46,60,81,81,57,14,25,51,39,29,14,5,76,86,93,9,12,16,66,86,14,97,19,22,18,45,10,62,53,88,40,29,58,41,27,20,38,81,66,21,37,52,37,3,85,49,51,61,49,29,72,34,93,98,9,59,57,83,30,60,2,43,88,23,44,31,87,66,48,11,86,82,85,76,92,37,33,25,59,71,19,70,91,12,54,80,67,82,2,12,43,74,98,62,80,83,23,17,78,14,37,27
168,89,75,97,17,79,85,66,64,85,13,52,39,3,94,68,83,43,6,41,97,80,60,87,27,12,61,74,93,97,26,50,56,24,9,19,95,52,82,94,1,73,14,6,11,18,51,3,57,21,66,62,34,78,69,84,32,39,70,7,18,70,83,34,94,22,42,83,11,74,91,4,12,4,60,22,65,24,84,3,90,37,90,26,78,84,34,49,86,49,82,5,50,88,73,18,11,11,21,60,16,31,81,27,47,1,80,52,70,35,67,95,88,9,5,95,21,74,36,76,56,4,17,83,66,68,20,7,48,38,98,38,37,83,78,79,73,39,84,79,4,6,32,12,27,75,11,84,84,50,98,30,80,56,7,44,50,69,24,51,54,5,62,4,68,8,71,12,52,20,83,63,57,83,71,97,92,13,43,36,57,63,82,49,13,94,50,43,44,53,2,49,1,64,70,32,55,60,92,57,95,43,1,51,94,77,51,30,61,57,44,20,97,79,98,71,65,95,12,72,33,81,3,87,78,68,15,31,55,78,49,63,83,16,73,25,34,68,79,65,49,92,80,58,19,6,42,9,18,20,6,25,91,83,46,40,8,30,36,86,22,94,80,67,26,69,77,33,74,57,39,79,61,92,56,40,71,69,48,32,26,11,27,18,9,98,42,69,42,97,3,93,32,31,62,49,61,3,78,87,71,89,74,21,2,34,76,16,2,60,29,10,6,26,95,72,49,41,33,13,50,55,21,16,68,41,29,21,62,57,3,78,92,13,48,2,38,87,3,2,87,58,46,12,23,65,73,16,96,47,64,95,83,53,20,52,66,57,26,44,88,5,87,24,32,21,59,27,34,65,54,46,85,50,66,35,89,33,49,98,93,25,86,19,43,42,76,60,86,73,30,31,20,42,60,41,6,84,41,57,1,87,74,72,11,18,94,85,75,89,10,54,6,86,2,20,69,48,41,11,63,72,77,16,32,42,53,20,28,60,92,45,70,17,4,80,70,59,28,53,59,73,73,62,32,43,6,6,90,24,16,40,75,36,25,19,8,48,24,64,83,38,85,43,77,8,64,13,20,98,79,30,4,85,74,79,71,9,49,18,17,35,55,69,54,10,93,50,94,82,22,52,61,10,83,19,80,2,47,12,97
169,5,81,57,10,43,96,33,80,11,41,18,13,3,63,94,72,83,10,31,1,11,53,88,6,1,25,66,90,57,15,76,67,88,95,91,77,39,66,5,57,87,77,80,97,21,25,20,3,33,85,18,94,36,72,19,70,61,40,34,75,33,81,86,72,30,20,42,65,27,42,85,94,81,33,63,68,15,12,69,14,52,16,13,45,41,78,3,95,53,82,13,75,72,32,46,29,15,95,59,57,29,41,24,10,78,31,43,73,96,47,16,25,25,79,97,8,63,59,23,41,18,22,76,56,13,50,19,89,27,87,44,28,28,94,18,90,62,38,56,78,97,33,15,30,10,96,4,51,33,97,96,4,18,31,6,18,45,71,63,11,16,71,72,59,24,33,23,42,89,98,23,19,67,19,8,94,95,50,89,43,93,90,76,6,59,12,75,41,90,68,6,92,38,80,94,4,25,58,4,87,5,14,10,24,76,56,42,88,21,37,64,58,89,6,48,6,33,89,82,25,67,94,68,3,36,97,92,91,90,47,16,69,21,21,9,70,52,61,14,69,80,13,55,11,84,39,7,87,43,90,83,27,37,95,28,73,79,97,17,67,42,72,64,50,22,31,6,67,87,6,40,25,28,35,77,33,44,55,32,68,35,75,85,7,84,38,19,67,14,81,69,26,87,26,40,98,75,16,13,61,33,30,31,97,91,34,81,62,29,36,98,71,20,47,5,17,32,16,76,5,64,44,60,51,53,68,96,68,94,79,8,48,12,22,98,36,39,2,50,69,69,77,81,63,97,80,51,74,71,38,58,47,7,73,78,26,32,55,72,64,41,91,70,41,44,39,81,74,28,19,47,51,89,66,71,19,98,34,18,44,39,84,62,36,72,34,76,78,19,13,37,47,60,17,45,55,35,11,35,72,59,17,18,91,80,7,42,14,48,14,40,43,19,60,15,75,23,83,56,57,29,94,65,52,7,4,32,73,86,5,12,17,80,10,63,92,76,68,77,98,34,40,3,65,81,3,21,24,44,4,30,80,87,59,5,12,67,53,19,3,64,10,38,95,36,54,67,10,87,25,34,11,73,86,46,2,28,58,85,21,86,76,36,46,37,4,88,43,82,51,30,26,97,12,32,20,46,85,37,50
170,15,37,91,49,92,25,93,79,76,6,88,10,81,60,77,8,22,31,2,8,95,97,64,68,35,44,2,96,85,56,93,65,58,32,19,71,16,82,26,26,48,17,33,35,19,79,23,24,81,56,66,2,81,76,94,14,5,59,78,27,21,12,22,2,98,81,4,59,91,12,72,98,92,33,44,60,44,46,24,67,71,20,23,32,4,29,2,67,23,78,74,31,60,1,63,28,47,67,26,71,4,70,75,30,27,94,49,30,34,23,11,73,74,53,40,51,29,10,38,11,67,43,89,95,91,91,35,17,71,14,13,12,6,5,9,41,27,26,97,40,48,90,11,94,43,77,40,10,82,72,13,45,42,12,42,10,32,55,22,21,39,91,82,64,52,87,31,79,49,65,38,21,30,78,88,85,68,29,54,29,96,95,86,2,51,54,64,34,82,94,88,75,49,42,82,58,98,48,44,48,2,76,31,88,82,50,5,49,85,65,43,71,35,65,24,56,34,68,56,34,15,97,97,29,35,65,68,8,97,83,96,24,8,37,4,7,53,79,61,86,40,95,12,75,55,82,78,37,83,1,70,25,3,33,87,3,8,17,77,63,11,35,77,17,40,96,1,54,97,25,67,37,81,41,50,4,68,7,4,94,65,43,58,20,51,25,77,49,11,40,67,18,97,66,28,89,41,82,2,47,48,4,80,17,90,62,7,4,56,28,97,35,90,35,77,94,48,3,31,93,91,63,8,71,40,81,83,74,2,19,1,38,98,70,56,42,26,62,62,66,71,51,75,85,7,50,37,52,96,61,87,41,12,44,96,44,37,45,48,94,34,35,2,45,64,63,91,44,97,45,41,98,53,21,38,82,12,49,65,94,1,47,96,72,78,57,37,36,16,52,80,42,97,12,77,33,93,22,79,58,64,51,2,44,89,38,32,74,32,72,43,8,24,81,72,28,82,71,2,66,92,21,17,26,50,81,26,5,94,11,56,74,88,38,95,20,14,75,30,67,88,61,1,58,30,38,58,46,90,27,4,77,47,92,15,43,44,12,95,39,82,50,95,82,4,52,37,72,67,39,89,6,36,98,47,88,53,28,75,76,62,97,30,75,57,47,35,68,50,15,38,77,43,96,59,22,83,9,11,63
171,32,68,71,9,3,62,36,25,83,1,36,8,10,11,58,94,39,79,37,97,40,7,89,94,70,96,50,19,85,16,47,5,73,23,40,61,53,8,44,34,90,5,27,60,69,20,48,75,97,47,39,35,50,24,56,56,91,5,67,21,57,46,69,37,25,69,88,7,29,98,91,29,74,17,19,95,73,59,91,22,47,17,18,11,31,6,40,94,59,35,47,70,16,56,77,83,44,91,31,43,43,38,88,27,92,46,92,21,54,70,90,46,26,31,3,28,37,92,2,49,95,7,88,66,13,91,98,90,10,39,15,72,47,70,59,69,51,97,70,27,43,16,67,88,42,13,23,1,74,50,51,79,16,65,34,89,29,44,19,63,48,36,33,78,34,87,19,12,20,43,54,47,68,53,17,75,71,54,3,1,89,77,87,9,28,16,94,48,85,49,25,13,70,80,78,65,55,59,34,46,17,87,8,48,11,32,25,6,81,60,45,4,62,67,6,50,88,71,38,44,16,37,78,88,78,94,79,56,74,39,12,80,86,88,61,26,51,63,84,17,71,30,62,4,19,35,69,57,89,77,9,9,15,30,84,74,25,77,71,44,68,17,41,59,67,18,53,53,29,18,26,45,34,89,53,33,42,91,42,31,40,37,26,31,23,38,5,12,83,23,64,96,86,3,27,45,91,55,95,63,17,59,66,60,94,83,96,87,9,94,32,87,33,60,16,32,36,62,68,15,96,53,72,78,51,93,75,34,70,6,14,61,87,52,36,56,58,18,12,18,58,49,87,89,33,30,81,3,21,7,48,64,16,11,32,47,16,56,8,70,85,28,9,84,68,95,72,83,41,41,62,54,80,18,65,52,46,36,97,65,79,63,47,32,12,42,86,13,48,50,54,44,56,90,19,89,54,38,27,91,16,48,5,75,72,17,16,1,54,67,58,80,18,78,22,46,80,14,77,92,93,18,13,94,18,98,58,33,66,89,25,42,36,2,30,62,78,5,64,46,44,68,36,2,89,25,19,96,90,18,51,17,4,11,13,26,24,19,65,53,38,39,11,24,66,75,83,65,17,4,50,25,16,7,63,64,80,4,50,96,11,3,18,31,36,42,18,58,38,82,52,41,39,66,57,33,2,46,43,37
172,44,35,33,73,27,20,48,40,32,25,12,48,7,10,11,36,98,27,81,62,6,63,24,9,3,6,62,48,58,42,51,62,67,32,80,4,86,36,29,90,50,67,69,24,58,30,59,45,40,9,71,30,40,94,26,9,10,50,47,20,95,10,87,75,8,59,27,70,86,80,19,54,63,21,15,27,60,97,15,23,31,93,39,2,25,34,24,46,42,46,38,36,82,61,24,52,70,91,77,45,95,62,54,37,19,97,90,97,39,74,85,14,8,51,65,75,28,48,93,38,23,24,60,81,57,53,97,92,43,32,78,22,75,82,40,4,79,17,2,98,26,58,84,65,6,45,52,39,6,74,52,86,38,70,32,66,6,10,3,17,96,1,80,22,5,51,95,62,90,74,12,11,52,93,64,96,33,87,21,91,47,95,32,89,62,53,24,17,70,15,4,76,54,36,60,4,30,57,92,10,28,77,27,90,31,68,43,20,35,19,50,7,29,53,36,12,10,93,42,94,17,94,16,20,52,88,19,20,6,32,30,75,94,63,36,9,98,82,76,84,81,95,46,33,18,96,16,89,19,59,98,34,37,34,86,94,76,87,85,50,25,73,63,2,64,91,25,6,67,60,71,6,93,60,90,24,12,68,40,72,49,77,32,21,18,44,6,42,5,39,30,45,1,89,73,88,64,1,28,26,59,49,13,76,46,48,74,55,9,8,53,12,34,78,71,47,13,81,43,52,24,67,74,57,13,56,19,40,69,84,47,96,96,50,74,16,75,63,8,43,13,8,30,50,36,59,83,11,25,34,53,61,62,37,31,58,42,21,53,71,23,58,66,9,25,46,86,77,73,1,31,31,56,88,74,19,63,19,70,22,5,84,29,95,50,87,80,72,50,24,68,4,62,84,15,81,80,66,54,23,91,96,75,67,8,70,39,6,55,27,98,89,30,65,62,75,28,79,76,36,39,1,9,17,22,28,37,93,88,62,73,8,8,62,59,11,3,90,57,35,73,21,35,69,58,30,65,58,71,78,83,22,49,18,44,18,1,3,2,88,35,88,16,49,52,93,78,91,62,69,86,94,47,97,76,56,79,81,26,30,24,78,69,48,84,39,96,9,13,97,92,35,35,16,66,66,79,54,61,17
173,58,95,47,97,61,90,79,26,28,45,1,66,61,91,85,42,34,29,42,87,20,4,26,31,10,82,96,56,88,8,61,23,95,86,80,43,63,78,92,18,88,19,2,40,73,24,95,84,64,41,90,36,41,80,88,39,42,32,47,23,31,26,79,95,65,18,31,26,54,56,39,80,52,63,5,33,83,61,90,57,32,71,40,69,76,34,13,93,21,5,40,25,24,64,70,76,55,12,67,94,72,60,28,6,96,23,3,2,44,78,26,23,73,87,16,21,55,81,44,94,66,73,26,37,94,34,14,28,16,71,21,79,93,57,92,54,42,70,55,24,98,60,84,33,69,90,22,17,45,50,43,57,2,86,52,42,28,53,2,66,49,40,50,15,62,95,28,60,97,84,5,41,91,60,29,95,70,8,61,26,6,81,95,71,85,55,34,27,75,54,45,76,36,28,48,43,75,81,91,45,93,6,9,28,68,64,3,54,11,74,58,68,26,41,60,77,56,8,26,31,72,38,5,70,18,46,35,38,13,37,81,30,52,29,26,85,18,34,79,35,3,96,67,25,77,86,15,9,26,85,65,90,67,57,98,71,75,45,51,67,77,9,26,30,65,89,63,28,43,62,29,65,45,65,2,36,22,32,20,82,95,41,17,40,25,96,30,89,10,81,91,6,73,40,52,28,78,34,31,70,63,53,16,72,97,63,69,17,55,1,58,29,7,53,7,58,22,75,77,9,58,19,37,1,71,62,3,76,22,36,52,25,42,86,49,36,62,15,88,89,91,82,82,75,49,14,68,93,16,31,7,80,85,91,98,41,82,22,81,96,38,72,23,45,28,45,56,84,47,87,85,46,60,65,6,38,82,98,18,45,10,60,13,20,78,83,79,96,23,57,48,49,86,97,4,39,68,78,17,29,35,17,59,81,23,73,93,23,5,3,13,59,80,20,32,77,66,75,6,88,67,26,64,56,85,76,11,89,72,5,70,72,76,88,58,39,31,83,7,97,69,75,8,91,37,74,64,43,74,27,66,79,49,51,58,5,2,67,57,34,9,26,97,13,66,89,22,30,91,41,31,28,74,46,10,64,84,86,92,83,44,86,10,77,71,38,68,6,70,72,7,28,65,12,92,96,84,38,32,16
